Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
25/11/2022 00:00,25/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1682125060,30/11/2022 16:01,A
25/11/2022 00:00,25/11/2022,"NTS Energy Offtaken, Powerstations Total",629357148,26/11/2022 12:01,A
25/11/2022 00:00,25/11/2022,"NTS Energy Offtaken, Storage Injection Total",121814597,26/11/2022 12:01,L
24/11/2022 05:16,23/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",327437778,24/11/2022 11:30,
24/11/2022 00:00,24/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",64481203,28/11/2022 14:01,A
24/11/2022 00:00,24/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1805405710,29/11/2022 16:01,A
24/11/2022 00:00,24/11/2022,"NTS Energy Offtaken, Powerstations Total",552506690,29/11/2022 16:01,A
24/11/2022 00:00,24/11/2022,"NTS Energy Offtaken, Storage Injection Total",66297035,25/11/2022 14:01,A
23/11/2022 07:29,22/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",396125555,23/11/2022 11:30,
23/11/2022 00:00,23/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",70141435,24/11/2022 14:01,A
23/11/2022 00:00,23/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1779407889,28/11/2022 16:01,A
23/11/2022 00:00,23/11/2022,"NTS Energy Offtaken, Powerstations Total",763608470,25/11/2022 16:01,A
23/11/2022 00:00,23/11/2022,"NTS Energy Offtaken, Storage Injection Total",145421016,24/11/2022 12:01,L
22/11/2022 05:16,21/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",369209166,22/11/2022 11:30,
22/11/2022 00:00,22/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",79383938,25/11/2022 12:01,A
22/11/2022 00:00,22/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1873036285,26/11/2022 16:01,A
22/11/2022 00:00,22/11/2022,"NTS Energy Offtaken, Powerstations Total",833267085,25/11/2022 14:01,A
22/11/2022 00:00,22/11/2022,"NTS Energy Offtaken, Storage Injection Total",81078260,23/11/2022 12:01,L
21/11/2022 05:16,20/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",340649790,21/11/2022 11:30,
21/11/2022 00:00,21/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",70300881,23/11/2022 16:01,A
21/11/2022 00:00,21/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1980525294,26/11/2022 12:01,A
21/11/2022 00:00,21/11/2022,"NTS Energy Offtaken, Powerstations Total",796700370,25/11/2022 14:01,A
21/11/2022 00:00,21/11/2022,"NTS Energy Offtaken, Storage Injection Total",78131364,22/11/2022 12:01,L
